,EmployeeNumber,Age,Tenure,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
7360,7361,46,6,No,37.45,40,Salary,77896.0,57.7366990846682,Sales,Female,Married,8.0,24.0,Mail Check,Yes
7361,7362,35,8,No,30.51,40,Salary,63460.8,78.0,Manufacturing,Male,Single,1.0,15.0,Mail Check,Yes
7362,7363,43,12,No,91.89,40,Salary,331131.2,57.73669908466819,Sales,Male,Married,3.0,18.0,Mail Check,Yes
7363,7364,26,3,No,21.43,40,Salary,44574.4,57.73669908466819,Marketing,Male,Married,1.0,5.0,Mail Check,Yes
7364,7365,37,6,No,94.01,40,Salary,335540.8,49.0,Human Resources,Female,Married,2.0,16.0,Direct Deposit,Yes
7365,7366,32,4,No,25.85,40,Salary,53768.0,57.7366990846682,Human Resources,Male,Married,1.0,16.0,Mail Check,Yes
7366,7367,37,9,Yes,26.42,40,Salary,54953.6,57.7366990846682,Sales,Female,Divorced,5.0,11.0,Mail Check,Yes
7367,7368,54,6,No,61.65,40,Salary,128232.0,57.73669908466819,Sales,Female,Married,7.0,6.0,Mail Check,Yes
7368,7369,53,15,No,84.67,40,Salary,176113.6,90.0,Information Technology,Female,Married,4.219985164776942,12.0,Mail Check,Yes
7369,7370,53,18,No,33.3,40,Salary,69264.0,57.73669908466819,Healthcare,Female,Married,9.0,25.0,Mail Check,Yes
7370,7371,43,16,No,58.0,40,Salary,120640.0,57.73669908466819,Marketing,Male,Single,2.0,16.0,Mail Check,
7371,7372,51,9,Yes,49.25,40,Salary,102440.0,79.0,Manufacturing,Male,Married,4.219985164776942,14.9435790506562,Mail Check,Yes
7372,7373,58,16,No,67.14,40,Salary,139651.2,62.0,Manufacturing,Female,Divorced,2.0,16.0,Mail Check,Yes
7373,7374,42,10,Yes,61.1,40,Salary,127088.0,30.0,Healthcare,Male,Single,8.0,18.0,Mail Check,
7374,7375,61,10,No,71.54,40,Salary,148803.2,22.0,Information Technology,Female,Divorced,1.0,11.0,Mail Check,Yes
7375,7376,26,3,No,21.48,40,Salary,44678.4,47.0,Research,Male,Divorced,3.0,11.0,Mail Check,
7376,7377,45,18,Yes,31.34,40,Salary,65287.2,44.0,Information Technology,Female,Single,9.0,25.0,Mail Check,Yes
7377,7378,61,10,Yes,64.04,40,Salary,133203.2,93.0,Research,Female,Single,2.0,16.0,Mail Check,
7378,7379,61,18,Yes,91.2,40,Salary,289696.0,84.0,Research,Female,Married,4.219985164776942,21.0,Mail Check,Yes
7379,7380,40,5,No,29.42,40,Salary,64576.0,76.0,Laboratory,Male,Married,3.0,6.0,Mail Check,Yes
7380,7381,58,6,Yes,72.02,40,Salary,149801.6,63.0,Research,Male,Divorced,4.0,8.0,Direct Deposit,Yes
7381,7382,41,4,Yes,70.3,40,Salary,146224.0,53.0,Manufacturing,Female,Single,4.0,21.0,Mail Check,
7382,7383,59,10,No,59.41,40,Salary,123572.8,57.73669908466819,Sales,Male,Divorced,7.0,15.0,Mail Check,Yes
7383,7384,33,6,No,27.87,40,Salary,57969.6,99.0,Laboratory,Male,Divorced,2.0,14.9435790506562,Mail Check,
7384,7385,23,1,Yes,20.82,40,Salary,43305.6,27.0,Sales,Female,Single,3.0,14.9435790506562,Mail Check,Yes
7385,7386,44,15,No,74.55,40,Salary,155064.0,28.0,Manufacturing,Female,Married,6.0,18.0,Mail Check,Yes
7386,7387,42,1,Yes,46.21,40,Salary,96116.8,42.0,Marketing,Female,Married,2.0,14.9435790506562,Mail Check,Yes
7387,7388,48,8,Yes,73.84,40,Salary,153587.2,52.0,Human Resources,Female,Married,4.0,18.0,Mail Check,Yes
7388,7389,31,7,No,24.25,40,Salary,50440.0,30.0,Human Resources,Male,Divorced,1.0,10.0,Mail Check,Yes
7389,7390,52,19,Yes,75.2,40,Salary,156416.0,41.0,Information Technology,Female,Married,5.0,20.0,Direct Deposit,Yes
7390,7391,43,20,No,93.87,40,Salary,335249.6,57.73669908466819,Research,Male,Married,5.0,11.0,Direct Deposit,Yes
7391,7392,57,17,No,71.46,40,Salary,148636.8,20.0,Manufacturing,Female,Single,2.0,25.0,Direct Deposit,
7392,7393,38,3,No,26.33,40,Salary,54475.2,57.73669908466819,Sales,Female,Married,2.0,14.0,Mail Check,Yes
7393,7394,40,7,No,32.39,40,Salary,67371.2,49.0,Laboratory,Male,Married,5.0,11.0,Direct Deposit,Yes
7394,7395,46,18,No,33.07,40,Salary,68785.6,33.0,Manufacturing,Female,Divorced,9.0,17.0,Direct Deposit,
7395,7396,35,9,Yes,24.36,40,Salary,50668.8,97.0,Human Resources,Male,Single,5.0,20.0,Direct Deposit,Yes
7396,7397,31,3,No,28.16,40,Salary,58572.8,57.7366990846682,Research,Female,Divorced,2.0,14.9435790506562,Direct Deposit,
7397,7398,43,10,No,62.78,40,Salary,130582.4,93.0,Healthcare,Female,Single,4.219985164776942,25.0,Mail Check,
7398,7399,56,19,No,52.58,40,Salary,109366.4,57.7366990846682,Research,Male,Divorced,9.0,14.0,Direct Deposit,Yes
7399,7400,45,11,Yes,56.03,40,Salary,116542.4,86.0,Manufacturing,Male,Divorced,4.219985164776942,14.9435790506562,Mail Check,Yes
7400,7401,53,12,No,68.52,40,Salary,142521.6,94.0,Marketing,Female,Single,6.0,14.0,Mail Check,
7401,7402,54,19,No,89.34,40,Salary,285827.2,98.0,Research,Male,Married,5.0,22.0,Mail Check,Yes
7402,7403,39,10,No,27.57,40,Salary,57345.6,57.7366990846682,Marketing,Male,Divorced,3.0,19.0,Direct Deposit,
7403,7404,56,14,Yes,79.1,40,Salary,164528.0,57.7366990846682,Healthcare,Female,Divorced,4.219985164776942,19.0,Mail Check,Yes
7404,7405,30,8,Yes,27.38,40,Salary,56950.4,64.0,Healthcare,Male,Single,3.0,13.0,Mail Check,Yes
7405,7406,55,15,No,42.41,40,Salary,88212.8,33.0,Sales,Male,Divorced,5.0,5.0,Mail Check,Yes
7406,7407,35,10,Yes,26.42,40,Salary,54953.6,57.73669908466819,Human Resources,Female,Single,1.0,14.9435790506562,Mail Check,Yes
7407,7408,58,11,Yes,32.52,40,Salary,67641.6,38.0,Sales,Female,Divorced,5.0,14.0,Mail Check,Yes
7408,7409,39,1,Yes,44.39,40,Salary,92331.2,26.0,Sales,Female,Married,7.0,10.0,Direct Deposit,Yes
7409,7410,58,9,No,41.93,40,Salary,87214.4,57.7366990846682,Information Technology,Male,Divorced,6.0,22.0,Mail Check,Yes
7410,7411,45,8,Yes,35.59,40,Salary,74027.2,57.73669908466819,Research,Female,Divorced,4.219985164776942,13.0,Mail Check,Yes
7411,7412,55,7,Yes,71.28,40,Salary,148262.4,56.0,Manufacturing,Female,Divorced,5.0,23.0,Mail Check,Yes
7412,7413,26,3,No,21.41,40,Salary,122304.35966790037,42.0,Research,Male,Single,1.0,23.0,Mail Check,Yes
7413,7414,41,7,No,41.71,40,Salary,86756.8,79.0,Sales,Male,Divorced,5.0,8.0,Direct Deposit,Yes
7414,7415,59,10,Yes,61.2,40,Salary,127296.0,35.0,Healthcare,Male,Single,7.0,6.0,Direct Deposit,
7415,7416,60,10,No,31.21,40,Salary,64916.8,77.0,Research,Female,Single,3.0,12.0,Mail Check,Yes
7416,7417,49,20,Yes,34.05,40,Salary,70824.0,65.0,Healthcare,Male,Single,8.0,23.0,Direct Deposit,Yes
7417,7418,58,5,No,57.54,40,Salary,133683.2,57.73669908466819,Sales,Male,Single,3.0,14.0,Mail Check,
7418,7419,22,1,No,21.12,40,Salary,43929.6,58.0,Healthcare,Male,Married,3.0,25.0,Direct Deposit,Yes
7419,7420,45,17,No,95.24,40,Salary,338099.2,57.7366990846682,Manufacturing,Male,Divorced,4.219985164776942,13.0,Direct Deposit,Yes
7420,7421,51,11,No,46.42,40,Salary,96553.6,63.0,Laboratory,Male,Divorced,5.0,9.0,Mail Check,Yes
7421,7422,49,5,No,74.29,40,Salary,154523.2,57.7366990846682,Manufacturing,Male,Divorced,6.0,14.0,Mail Check,Yes
7422,7423,40,6,No,26.39,40,Salary,54891.2,71.0,Research,Male,Married,9.0,25.0,Mail Check,
7423,7424,40,9,No,84.2,40,Salary,175136.0,79.0,Laboratory,Female,Single,5.0,20.0,Direct Deposit,
7424,7425,43,17,No,32.78,40,Salary,68282.4,57.73669908466819,Information Technology,Male,Single,4.0,14.0,Mail Check,Yes
7425,7426,56,10,No,39.01,40,Salary,81140.8,30.0,Information Technology,Male,Single,4.0,23.0,Mail Check,Yes
7426,7427,36,9,Yes,46.73,40,Salary,97338.4,57.73669908466819,Sales,Male,Married,6.0,14.9435790506562,Direct Deposit,Yes
7427,7428,51,5,No,49.34,40,Salary,102627.2,57.7366990846682,Manufacturing,Female,Single,5.0,14.9435790506562,Mail Check,
7428,7429,41,10,No,94.96,40,Salary,337516.8,52.0,Research,Female,Married,6.0,23.0,Direct Deposit,Yes
7429,7430,51,17,Yes,74.54,40,Salary,155043.2,24.0,Healthcare,Male,Married,8.0,22.0,Mail Check,Yes
7430,7431,43,16,No,78.64,40,Salary,163571.2,98.0,Marketing,Female,Divorced,6.0,8.0,Mail Check,Yes
7431,7432,36,8,No,30.24,40,Salary,62899.2,26.0,Sales,Male,Divorced,6.0,14.9435790506562,Mail Check,
7432,7433,52,14,Yes,92.49,40,Salary,332379.2,57.73669908466819,Laboratory,Female,Divorced,7.0,14.9435790506562,Mail Check,Yes
7433,7434,35,9,Yes,23.63,40,Salary,49150.4,47.0,Research,Male,Married,4.0,14.9435790506562,Mail Check,
7434,7435,28,2,Yes,25.1,40,Salary,52208.0,97.0,Human Resources,Male,Divorced,1.0,9.0,Direct Deposit,Yes
7435,7436,38,2,Yes,28.55,40,Salary,59384.0,76.0,Research,Female,Single,5.0,11.0,Mail Check,Yes
7436,7437,42,4,Yes,77.04,40,Salary,160243.2,52.0,Marketing,Female,Single,1.0,24.0,Direct Deposit,
7437,7438,47,16,No,35.58,40,Salary,74006.4,38.0,Sales,Female,Divorced,1.0,21.0,Mail Check,Yes
7438,7439,49,7,Yes,81.68,40,Salary,169894.4,57.73669908466819,Information Technology,Female,Single,1.0,21.0,Mail Check,
7439,7440,29,1,No,25.39,40,Salary,52811.2,78.0,Laboratory,Female,Divorced,2.0,25.0,Mail Check,
7440,7441,35,4,No,24.01,40,Salary,49940.8,39.0,Marketing,Female,Married,5.0,15.0,Mail Check,Yes
7441,7442,51,17,Yes,61.4,40,Salary,127712.0,38.0,Laboratory,Female,Married,2.0,18.0,Direct Deposit,Yes
7442,7443,34,6,Yes,26.1,40,Salary,54288.0,86.0,Research,Male,Single,2.0,24.0,Mail Check,Yes
7443,7444,32,7,Yes,26.28,40,Salary,54662.4,67.0,Sales,Female,Single,2.0,23.0,Mail Check,Yes
7444,7445,22,1,No,21.44,40,Salary,44595.2,38.0,Laboratory,Male,Married,1.0,14.9435790506562,Mail Check,
7445,7446,60,13,No,87.97,40,Salary,282977.6,57.7366990846682,Research,Female,Divorced,9.0,23.0,Direct Deposit,Yes
7446,7447,37,9,Yes,26.84,40,Salary,55827.2,57.73669908466819,Sales,Male,Married,2.0,6.0,Direct Deposit,
7447,7448,52,20,No,41.79,40,Salary,86923.2,64.0,Healthcare,Female,Divorced,3.0,24.0,Mail Check,Yes
7448,7449,60,17,No,71.15,40,Salary,147992.0,94.0,Research,Male,Single,1.0,22.0,Mail Check,
7449,7450,44,19,No,78.62,40,Salary,163529.6,48.0,Sales,Female,Single,3.0,14.9435790506562,Direct Deposit,
7450,7451,57,9,Yes,33.69,40,Salary,70075.2,57.73669908466819,Research,Male,Single,9.0,6.0,Mail Check,Yes
7451,7452,51,6,No,81.51,40,Salary,169540.8,34.0,Human Resources,Female,Divorced,4.219985164776942,17.0,Direct Deposit,Yes
7452,7453,40,4,No,30.82,40,Salary,64105.6,66.0,Sales,Female,Married,9.0,10.0,Mail Check,Yes
7453,7454,53,12,Yes,80.2,40,Salary,166816.0,83.0,Sales,Female,Married,2.0,15.0,Mail Check,Yes
7454,7455,45,12,No,73.75,40,Salary,153400.0,75.0,Research,Prefer Not to Answer,Single,4.0,14.9435790506562,Mail Check,
7455,7456,38,10,No,28.35,40,Salary,58968.0,57.7366990846682,Human Resources,Female,Single,6.0,24.0,Direct Deposit,Yes
7456,7457,36,4,No,74.99,40,Salary,155979.2,98.0,Marketing,Female,Divorced,4.0,14.9435790506562,Mail Check,Yes
7457,7458,21,1,Yes,21.04,40,Salary,43763.2,57.7366990846682,Healthcare,Male,Single,3.0,21.0,Mail Check,
7458,7459,34,8,Yes,29.61,40,Salary,61588.8,57.73669908466819,Research,Female,Married,3.0,13.0,Mail Check,Yes
7459,7460,45,9,No,94.11,40,Salary,335748.8,57.7366990846682,Research,Female,Divorced,7.0,19.0,Mail Check,Yes
7460,7461,30,5,Yes,29.55,40,Salary,61464.0,43.0,Manufacturing,Female,Divorced,3.0,11.0,Mail Check,Yes
7461,7462,43,17,No,48.04,40,Salary,99923.2,42.0,Manufacturing,Male,Married,7.0,5.0,Mail Check,Yes
7462,7463,41,9,No,71.06,40,Salary,147804.8,28.0,Manufacturing,Female,Divorced,9.0,14.9435790506562,Mail Check,Yes
7463,7464,57,8,No,56.8,40,Salary,128144.0,57.7366990846682,Healthcare,Male,Divorced,2.0,9.0,Mail Check,Yes
7464,7465,32,1,Yes,22.84,40,Salary,47507.2,69.0,Research,Female,Married,3.0,14.9435790506562,Mail Check,Yes
7465,7466,45,6,No,80.41,40,Salary,167252.8,76.0,Information Technology,Female,Divorced,9.0,9.0,Mail Check,Yes
7466,7467,26,3,No,20.85,40,Salary,43368.0,24.0,Marketing,Male,Single,2.0,14.9435790506562,Mail Check,Yes
7467,7468,39,4,No,28.2,40,Salary,58656.0,57.7366990846682,Research,Male,Divorced,5.0,22.0,Mail Check,Yes
7468,7469,48,9,No,47.62,40,Salary,99049.6,57.7366990846682,Laboratory,Female,Divorced,1.0,11.0,Mail Check,Yes
7469,7470,43,8,No,64.33,40,Salary,133806.4,96.0,Research,Female,Married,9.0,14.9435790506562,Direct Deposit,Yes
7470,7471,25,3,Yes,17.96,40,Salary,37356.8,57.73669908466819,Marketing,Female,Single,1.0,6.0,Mail Check,Yes
7471,7472,35,5,No,23.65,40,Salary,49332.0,24.0,Sales,Female,Married,2.0,14.9435790506562,Mail Check,Yes
7472,7473,50,18,Yes,41.37,40,Salary,86049.6,76.0,Healthcare,Female,Married,6.0,5.0,Mail Check,Yes
7473,7474,32,2,No,27.97,40,Salary,58177.6,71.0,Research,Male,Single,3.0,6.0,Mail Check,Yes
7474,7475,49,7,Yes,63.67,40,Salary,132433.6,99.0,Research,Female,Single,5.0,15.0,Mail Check,
7475,7476,32,7,No,23.59,40,Salary,49067.2,28.0,Laboratory,Male,Single,1.0,16.0,Mail Check,Yes
7476,7477,53,18,No,83.8,40,Salary,174304.0,57.73669908466819,Manufacturing,Female,Divorced,6.0,13.0,Mail Check,Yes
7477,7478,42,3,No,47.22,40,Salary,98217.6,69.0,Healthcare,Female,Married,4.0,21.0,Direct Deposit,Yes
7478,7479,42,3,No,60.31,40,Salary,125444.8,52.0,Information Technology,Male,Single,5.0,18.0,Mail Check,
7479,7480,52,9,No,86.96,40,Salary,280876.8,43.0,Research,Female,Divorced,2.0,20.0,Mail Check,Yes
7480,7481,48,17,Yes,55.73,40,Salary,115928.4,57.73669908466819,Research,Female,Divorced,1.0,15.0,Mail Check,Yes
7481,7482,45,13,Yes,42.4,40,Salary,88332.0,47.0,Sales,Male,Single,4.0,19.0,Mail Check,Yes
7482,7483,40,2,No,53.22,40,Salary,110697.6,84.0,Healthcare,Male,Divorced,9.0,23.0,Mail Check,Yes
7483,7484,39,3,No,83.04,40,Salary,172723.2,57.7366990846682,Sales,Male,Single,8.0,8.0,Direct Deposit,
7484,7485,57,20,No,97.13,40,Salary,202030.4,50.0,Sales,Female,Single,6.0,21.0,Direct Deposit,
7485,7486,51,15,No,51.33,40,Salary,106766.4,92.0,Sales,Male,Married,7.0,12.0,Mail Check,Yes
7486,7487,41,1,Yes,71.03,40,Salary,147742.4,35.0,Healthcare,Female,Single,6.0,15.0,Mail Check,
7487,7488,52,7,No,86.01,40,Salary,178900.8,52.0,Marketing,Prefer Not to Answer,Divorced,4.0,6.0,Mail Check,Yes
7488,7489,33,1,No,23.62,40,Salary,49129.6,33.0,Healthcare,Male,Divorced,4.0,16.0,Mail Check,
7489,7490,41,7,No,61.48,40,Salary,127878.4,47.0,Marketing,Male,Divorced,3.0,23.0,Mail Check,Yes
7490,7491,34,8,Yes,24.77,40,Salary,51521.6,45.0,Sales,Male,Single,1.0,22.0,Direct Deposit,Yes
7491,7492,54,6,No,63.01,40,Salary,131060.8,69.0,Sales,Male,Married,4.219985164776942,13.0,Mail Check,Yes
7492,7493,61,9,Yes,78.06,40,Salary,162364.8,33.0,Manufacturing,Male,Married,6.0,14.0,Mail Check,Yes
7493,7494,59,18,No,69.44,40,Salary,144435.2,89.0,Research,Female,Divorced,3.0,14.9435790506562,Mail Check,Yes
7494,7495,37,10,Yes,85.4,40,Salary,177632.0,69.0,Research,Female,Divorced,1.0,23.0,Mail Check,Yes
7495,7496,25,3,Yes,21.8,40,Salary,45344.0,40.0,Research,Female,Married,3.0,10.0,Direct Deposit,
7496,7497,57,11,No,90.55,40,Salary,288344.0,97.0,Healthcare,Female,Single,1.0,23.0,Mail Check,
7497,7498,61,15,Yes,31.67,40,Salary,65873.6,95.0,Healthcare,Female,Single,1.0,14.9435790506562,Mail Check,Yes
7498,7499,60,19,No,83.35,40,Salary,173368.0,83.0,Healthcare,Prefer Not to Answer,Divorced,6.0,16.0,Direct Deposit,Yes
7499,7500,39,1,Yes,28.79,40,Salary,39083.2,57.7366990846682,Human Resources,Male,Single,1.0,11.0,Mail Check,Yes
7500,7501,40,7,No,97.83,40,Salary,203486.4,57.73669908466819,Information Technology,Male,Single,6.0,8.0,Direct Deposit,No
7501,7502,59,6,No,33.04,40,Salary,39603.2,57.7366990846682,Human Resources,Male,Divorced,1.0,23.0,Mail Check,
7502,7503,60,19,No,61.56,40,Salary,128044.8,52.0,Marketing,Male,Single,9.0,14.9435790506562,Direct Deposit,
7503,7504,56,5,No,33.81,40,Salary,41204.8,97.0,Marketing,Female,Married,6.0,6.0,Direct Deposit,
7504,7505,53,10,Yes,81.0,40,Salary,168480.0,88.0,Sales,Female,Married,6.0,14.9435790506562,Mail Check,Yes
7505,7506,60,20,Yes,60.3,40,Salary,125424.0,85.0,Research,Female,Single,2.0,14.0,Mail Check,
7506,7507,57,8,No,62.17,40,Salary,129313.6,57.0,Sales,Female,Single,9.0,25.0,Direct Deposit,
7507,7508,54,13,Yes,44.04,40,Salary,91603.2,57.73669908466819,Healthcare,Female,Divorced,4.0,14.9435790506562,Mail Check,Yes
7508,7509,21,1,Yes,21.31,40,Salary,44324.8,28.0,Marketing,Male,Married,3.0,20.0,Mail Check,
7509,7510,33,2,No,28.71,40,Salary,38916.8,57.73669908466819,Human Resources,Female,Single,4.0,20.0,Mail Check,Yes
7510,7511,43,9,No,32.73,40,Salary,68078.4,28.0,Sales,Female,Divorced,5.0,21.0,Direct Deposit,Yes
7511,7512,46,13,Yes,58.34,40,Salary,121347.2,57.7366990846682,Manufacturing,Male,Married,4.0,17.0,Mail Check,Yes
7512,7513,55,6,No,97.87,40,Salary,203569.6,57.73669908466819,Manufacturing,Female,Married,1.0,24.0,Mail Check,Yes
7513,7514,52,14,Yes,83.83,40,Salary,174366.4,57.73669908466819,Research,Male,Divorced,9.0,14.9435790506562,Mail Check,Yes
7514,7515,40,3,No,94.98,40,Salary,337558.4,73.0,Information Technology,Female,Divorced,3.0,20.0,Mail Check,Yes
7515,7516,33,4,No,27.77,40,Salary,57761.6,60.0,Research,Female,Divorced,6.0,14.9435790506562,Mail Check,Yes
7516,7517,35,7,No,26.37,40,Salary,54849.6,57.7366990846682,Laboratory,Female,Single,5.0,16.0,Direct Deposit,Yes
7517,7518,40,2,Yes,41.7,40,Salary,86736.0,57.7366990846682,Information Technology,Female,Divorced,6.0,14.9435790506562,Mail Check,Yes
7518,7519,39,8,Yes,28.25,40,Salary,37960.0,26.0,Laboratory,Female,Divorced,2.0,5.0,Direct Deposit,Yes
7519,7520,48,20,Yes,73.62,40,Salary,153129.6,77.0,Research,Male,Single,4.0,13.0,Mail Check,
7520,7521,54,11,No,50.28,40,Salary,104374.4,38.0,Laboratory,Female,Married,8.0,18.0,Mail Check,Yes
7521,7522,35,3,No,26.8,40,Salary,55744.0,57.73669908466819,Information Technology,Male,Single,6.0,16.0,Mail Check,Yes
7522,7523,36,5,No,27.23,40,Salary,56638.4,57.7366990846682,Marketing,Male,Married,3.0,23.0,Mail Check,Yes
7523,7524,46,10,No,70.58,40,Salary,146806.4,95.0,Marketing,Female,Single,5.0,14.9435790506562,Direct Deposit,
7524,7525,59,5,Yes,46.27,40,Salary,96241.6,27.0,Manufacturing,Female,Divorced,7.0,10.0,Direct Deposit,Yes
7525,7526,47,15,Yes,38.63,40,Salary,80350.4,56.0,Human Resources,Female,Single,5.0,9.0,Mail Check,Yes
7526,7527,40,1,Yes,75.68,40,Salary,157414.4,33.0,Sales,Female,Divorced,8.0,11.0,Direct Deposit,Yes
7527,7528,41,8,Yes,87.7,40,Salary,282416.0,57.73669908466819,Manufacturing,Male,Married,4.0,12.0,Mail Check,Yes
7528,7529,51,8,Yes,87.4,40,Salary,281792.0,57.73669908466819,Information Technology,Male,Single,9.0,5.0,Mail Check,
7529,7530,39,3,Yes,68.23,40,Salary,143328.4,69.0,Marketing,Female,Married,8.0,23.0,Direct Deposit,Yes
7530,7531,35,9,No,29.11,40,Salary,56880.0,92.0,Research,Female,Single,4.0,13.0,Mail Check,Yes
7531,7532,21,1,Yes,21.76,40,Salary,45260.8,42.0,Laboratory,Female,Single,1.0,17.0,Mail Check,Yes
7532,7533,48,14,Yes,91.98,40,Salary,331328.4,61.0,Laboratory,Female,Single,4.0,19.0,Direct Deposit,
7533,7534,43,16,Yes,89.14,40,Salary,285411.2,76.0,Sales,Male,Married,7.0,11.0,Mail Check,Yes
7534,7535,39,10,No,65.09,40,Salary,135387.2,92.0,Information Technology,Male,Single,9.0,14.9435790506562,Mail Check,
7535,7536,56,12,No,31.84,40,Salary,66227.2,36.0,Research,Male,Divorced,7.0,13.0,Mail Check,
7536,7537,51,10,No,43.52,40,Salary,90521.6,85.0,Laboratory,Male,Divorced,4.219985164776942,14.0,Mail Check,Yes
7537,7538,25,3,No,20.61,40,Salary,42868.8,33.0,Healthcare,Male,Single,3.0,13.0,Mail Check,Yes
7538,7539,32,3,Yes,29.25,40,Salary,61352.0,58.0,Research,Female,Divorced,2.0,23.0,Mail Check,
7539,7540,41,2,No,84.16,40,Salary,175052.8,20.0,Laboratory,Female,Single,8.0,14.9435790506562,Mail Check,
7540,7541,22,1,No,20.23,40,Salary,42078.4,57.73669908466819,Research,Male,Married,1.0,20.0,Mail Check,Yes
7541,7542,39,6,No,39.39,40,Salary,83331.2,80.0,Laboratory,Female,Single,5.0,19.0,Direct Deposit,Yes
7542,7543,56,20,Yes,45.81,40,Salary,95284.8,28.0,Healthcare,Male,Married,1.0,7.0,Mail Check,Yes
7543,7544,28,6,No,25.68,40,Salary,53414.4,93.0,Manufacturing,Male,Single,1.0,15.0,Mail Check,Yes
7544,7545,45,7,Yes,43.28,40,Salary,89814.4,94.0,Research,Male,Divorced,6.0,19.0,Mail Check,Yes
7545,7546,42,8,Yes,37.47,40,Salary,77937.6,43.0,Research,Female,Married,2.0,11.0,Mail Check,Yes
7546,7547,52,8,Yes,86.07,40,Salary,179025.6,89.0,Manufacturing,Female,Married,4.219985164776942,12.0,Mail Check,Yes
7547,7548,28,2,No,25.75,40,Salary,53560.0,57.73669908466819,Sales,Male,Divorced,3.0,13.0,Mail Check,Yes
7548,7549,38,2,No,29.52,40,Salary,61401.6,57.73669908466819,Research,Male,Single,2.0,5.0,Mail Check,Yes
7549,7550,57,13,Yes,95.2,40,Salary,338016.0,75.0,Healthcare,Male,Married,3.0,17.0,Direct Deposit,Yes
7550,7551,35,5,No,30.45,40,Salary,63336.0,36.0,Laboratory,Female,Married,5.0,13.0,Mail Check,Yes
7551,7552,38,4,Yes,63.5,40,Salary,132080.0,99.0,Sales,Male,Divorced,3.0,22.0,Direct Deposit,Yes
7552,7553,27,1,Yes,20.68,40,Salary,43014.4,74.0,Marketing,Female,Divorced,3.0,13.0,Mail Check,
7553,7554,38,2,No,66.67,40,Salary,138673.6,33.0,Healthcare,Female,Divorced,4.0,14.9435790506562,Mail Check,Yes
7554,7555,61,20,No,48.73,40,Salary,101358.4,24.0,Laboratory,Female,Single,5.0,21.0,Mail Check,
7555,7556,34,5,No,25.68,40,Salary,53414.4,45.0,Sales,Male,Single,2.0,14.9435790506562,Mail Check,Yes
7556,7557,35,5,Yes,25.46,40,Salary,52956.8,48.0,Marketing,Female,Divorced,1.0,18.0,Mail Check,Yes
7557,7558,49,15,No,63.3,40,Salary,131664.0,71.0,Research,Female,Single,1.0,14.9435790506562,Mail Check,
7558,7559,46,19,Yes,95.02,40,Salary,337641.6,75.0,Human Resources,Male,Divorced,5.0,14.9435790506562,Mail Check,Yes
7559,7560,37,10,Yes,42.84,40,Salary,89107.2,29.0,Research,Male,Divorced,2.0,14.9435790506562,Mail Check,Yes
7560,7561,27,5,No,21.28,40,Salary,44054.4,25.0,Sales,Female,Divorced,1.0,14.9435790506562,Mail Check,
7561,7562,23,1,No,21.96,40,Salary,45676.8,57.73669908466819,Sales,Male,Married,3.0,5.0,Mail Check,
7562,7563,25,3,Yes,22.69,40,Salary,47335.2,57.7366990846682,Manufacturing,Male,Married,2.0,19.0,Mail Check,Yes
7563,7564,47,5,No,33.59,40,Salary,69867.2,67.0,Sales,Male,Married,3.0,12.0,Mail Check,Yes
7564,7565,30,4,No,26.07,40,Salary,54225.6,52.0,Marketing,Male,Single,2.0,14.9435790506562,Mail Check,Yes
7565,7566,36,7,No,66.59,40,Salary,138507.2,57.73669908466819,Research,Female,Single,3.0,23.0,Mail Check,
7566,7567,47,16,Yes,52.46,40,Salary,109116.8,57.7366990846682,Healthcare,Female,Single,7.0,19.0,Direct Deposit,
7567,7568,58,14,No,44.93,40,Salary,93454.4,57.7366990846682,Research,Female,Married,4.219985164776942,14.9435790506562,Mail Check,Yes
7568,7569,53,20,Yes,71.08,40,Salary,147846.4,48.0,Healthcare,Female,Married,9.0,7.0,Mail Check,Yes
7569,7570,61,14,No,66.4,40,Salary,138112.0,68.0,Sales,Prefer Not to Answer,Divorced,3.0,18.0,Direct Deposit,Yes
7570,7571,28,1,Yes,24.37,40,Salary,50689.6,62.0,Research,Male,Divorced,1.0,14.9435790506562,Direct Deposit,Yes
7571,7572,41,4,Yes,45.51,40,Salary,94660.8,27.0,Marketing,Male,Single,8.0,14.9435790506562,Mail Check,
7572,7573,36,2,Yes,28.98,40,Salary,60278.4,70.0,Sales,Female,Divorced,6.0,14.9435790506562,Mail Check,
7573,7574,61,18,No,73.86,40,Salary,153628.8,20.0,Healthcare,Female,Divorced,3.0,14.9435790506562,Mail Check,Yes
7574,7575,39,5,No,46.04,40,Salary,95763.2,76.0,Research,Male,Divorced,1.0,24.0,Mail Check,Yes
7575,7576,51,7,Yes,94.96,40,Salary,337516.8,94.0,Information Technology,Female,Married,7.0,24.0,Mail Check,Yes
7576,7577,41,4,Yes,72.03,40,Salary,149822.4,98.0,Research,Female,Single,4.0,9.0,Mail Check,
7577,7578,38,9,No,51.11,40,Salary,106308.8,61.0,Manufacturing,Male,Divorced,3.0,18.0,Mail Check,Yes
